,Question Type,Incorrect/Correct,Response Scores,Confidence,Response Source,Participant ID,Question ID
259,AI_or_Human,Incorrect,0,5.0,Doctor,5b5a822e1ad8270001c4f28d,4_D_Recovery_6
260,AI_or_Human,Incorrect,0,5.0,Doctor,6106f6e22517f1e7cb3ff868,4_D_Recovery_6
261,AI_or_Human,Incorrect,0,4.0,Doctor,614ca018863895a0b6724719,4_D_Recovery_6
262,AI_or_Human,Incorrect,0,5.0,Doctor,63cd7b78fff71624a85b294f,4_D_Recovery_6
263,AI_or_Human,Incorrect,0,3.5,Doctor,602348484d326a1c5aa80bb7,4_D_Recovery_6
264,AI_or_Human,Incorrect,0,4.2,Doctor,582879857e8aef000152fba4,4_D_Recovery_6
265,AI_or_Human,Incorrect,0,5.0,Doctor,60b7e08463067cb8330e0d8d,5_D_Conditions_6
266,AI_or_Human,Incorrect,0,4.2,Doctor,5bd6656a669ee1000145304a,5_D_Conditions_6
267,AI_or_Human,Incorrect,0,4.4,Doctor,61077db18fe03e56b5f30523,5_D_Conditions_6
268,AI_or_Human,Incorrect,0,4.0,Doctor,55afe01bfdf99b4ba8045bea,5_D_Conditions_6
269,AI_or_Human,Incorrect,0,4.5,Doctor,5cc22481f6ef910019e5120f,5_D_Conditions_6
270,AI_or_Human,Incorrect,0,5.0,Doctor,5d5606cd4171ec00182e2b15,5_D_Conditions_6
271,AI_or_Human,Incorrect,0,5.0,Doctor,5d41e832b0ca7200169d857e,5_D_Conditions_6
272,AI_or_Human,Correct,1,4.3,Doctor,60b4a8a01d08a9bfb5f1e408,5_D_Conditions_6
273,AI_or_Human,Incorrect,0,5.0,Doctor,62dccf664ff0895a60cfdda2,5_D_Conditions_6
274,AI_or_Human,Incorrect,0,4.2,Doctor,5cba534ff7b6150017add408,5_D_Conditions_6
275,AI_or_Human,Incorrect,0,4.2,Doctor,60fcd0f990314dce9c243fefv,5_D_Conditions_6
276,AI_or_Human,Correct,1,2.2,Doctor,5c40134b1580e900012320ab,5_D_Conditions_6
277,AI_or_Human,Incorrect,0,4.6,Doctor,582879857e8aef000152fba4,5_D_Conditions_6
278,AI_or_Human,Incorrect,0,4.6,Doctor,61003424913c5bc34653feb1,5_D_Conditions_6
279,AI_or_Human,Incorrect,0,3.0,Doctor,60debc4045d5ce331ba7647c,5_D_Diagnostics_6
280,AI_or_Human,Incorrect,0,5.0,Doctor,6310aabfd6cf4e113f799793,5_D_Diagnostics_6
281,AI_or_Human,Incorrect,0,4.0,Doctor,581b738a930a280001062c6a,5_D_Diagnostics_6
282,AI_or_Human,Incorrect,0,5.0,Doctor,60674e08ad872b4cd378a9df,5_D_Diagnostics_6
283,AI_or_Human,Correct,1,3.3,Doctor,61097e0464a4a922602d495b,5_D_Diagnostics_6
284,AI_or_Human,Incorrect,0,4.6,Doctor,60b4a8a01d08a9bfb5f1e408,5_D_Diagnostics_6
285,AI_or_Human,Correct,1,3.0,Doctor,60fcd0f990314dce9c243fefv,5_D_Diagnostics_6
286,AI_or_Human,Incorrect,0,3.0,Doctor,5ee00ba7431cdf357dca02ab,5_D_Diagnostics_6
287,AI_or_Human,Correct,1,4.6,Doctor,63d7bf544bb172f5766a3791,5_D_Diagnostics_6
288,AI_or_Human,Incorrect,0,5.0,Doctor,614e7595b135a4c4656cf557,5_D_Medications_6
289,AI_or_Human,Incorrect,0,4.9,Doctor,57b560e4a18afd00013e0579,5_D_Medications_6
290,AI_or_Human,Incorrect,0,3.5,Doctor,61141ef53317a3f90b098b66,5_D_Medications_6
291,AI_or_Human,Correct,1,3.0,Doctor,63141c5b0efc638905a2702a,5_D_Medications_6
292,AI_or_Human,Correct,1,3.4,Doctor,5d41e832b0ca7200169d857e,5_D_Medications_6
293,AI_or_Human,Incorrect,0,3.6,Doctor,6107695b30abc8ceb5ac197b,5_D_Medications_6
294,AI_or_Human,Incorrect,0,4.3,Doctor,62b496ea7c06f67ea068d0d3,5_D_Medications_6
295,AI_or_Human,Correct,1,3.8,Doctor,60debc4045d5ce331ba7647c,5_D_Preventative_6
296,AI_or_Human,Incorrect,0,5.0,Doctor,5a5e94a7eedc32000142cd08,5_D_Preventative_6
297,AI_or_Human,Incorrect,0,3.0,Doctor,5f94a8e7fa8c422fc88940b0,5_D_Preventative_6
298,AI_or_Human,Incorrect,0,5.0,Doctor,5d85150104ad7f00180935d1,5_D_Preventative_6
299,AI_or_Human,Correct,1,5.0,Doctor,63c0e405027c09642621327f,5_D_Preventative_6
300,AI_or_Human,Incorrect,0,3.5,Doctor,5b5a822e1ad8270001c4f28d,5_D_Preventative_6
301,AI_or_Human,Correct,1,4.5,Doctor,63d5528c99d44c28a0f4040e,5_D_Preventative_6
302,AI_or_Human,Correct,1,4.2,Doctor,6108ab36d796e24e26159f5e,5_D_Preventative_6
303,AI_or_Human,Incorrect,0,3.9,Doctor,5cb62e9293342300017a72a1,5_D_Preventative_6
304,AI_or_Human,Correct,1,5.0,Doctor,6150b569f783a47ea40a79a4,5_D_Preventative_6
305,AI_or_Human,Correct,1,5.0,Doctor,5a5e94a7eedc32000142cd08,5_D_Procedures_6
306,AI_or_Human,Correct,1,5.0,Doctor,5f94a8e7fa8c422fc88940b0,5_D_Procedures_6
307,AI_or_Human,Correct,1,2.6,Doctor,5bdbf2d92562330001b8d056,5_D_Procedures_6
308,AI_or_Human,Correct,1,3.0,Doctor,63141c5b0efc638905a2702a,5_D_Procedures_6
309,AI_or_Human,Incorrect,0,3.5,Doctor,5ea47bda5b1a9807ed89eb76,5_D_Procedures_6
310,AI_or_Human,Incorrect,0,4.4,Doctor,612fcbbd5386d9edb42da147,5_D_Procedures_6
311,AI_or_Human,Incorrect,0,3.0,Doctor,62d353684494ab8119aa42d8,5_D_Procedures_6
312,AI_or_Human,Incorrect,0,3.0,Doctor,615d051e2366aeb051acb734,5_D_Procedures_6
313,AI_or_Human,Incorrect,0,2.1,Doctor,61158ba946af0dc7c3a6c5fd,5_D_Procedures_6
314,AI_or_Human,Correct,1,4.0,Doctor,62dccf664ff0895a60cfdda2,5_D_Procedures_6
315,AI_or_Human,Incorrect,0,3.3,Doctor,6107695b30abc8ceb5ac197b,5_D_Procedures_6
316,AI_or_Human,Incorrect,0,3.5,Doctor,5ee00ba7431cdf357dca02ab,5_D_Procedures_6
317,AI_or_Human,Incorrect,0,2.2,Doctor,57b560e4a18afd00013e0579,5_D_Recovery_6
318,AI_or_Human,Correct,1,5.0,Doctor,6310aabfd6cf4e113f799793,5_D_Recovery_6
319,AI_or_Human,Correct,1,4.5,Doctor,61077db18fe03e56b5f30523,5_D_Recovery_6
320,AI_or_Human,Correct,1,5.0,Doctor,629e633c82ed7bd84fce0f9a,5_D_Recovery_6
321,AI_or_Human,Incorrect,0,4.0,Doctor,63141c5b0efc638905a2702a,5_D_Recovery_6
322,AI_or_Human,Correct,1,4.2,Doctor,6310f7cc10a0cd8f6156091f,5_D_Recovery_6
323,AI_or_Human,Correct,1,5.0,Doctor,5d5606cd4171ec00182e2b15,5_D_Recovery_6
324,AI_or_Human,Incorrect,0,3.7,Doctor,6151c6e6fe892583908fc36f,5_D_Recovery_6
325,AI_or_Human,Correct,1,4.2,Doctor,61158ba946af0dc7c3a6c5fd,5_D_Recovery_6
326,AI_or_Human,Incorrect,0,3.0,Doctor,60368a80844cd3d1a83d0123,5_D_Recovery_6
327,AI_or_Human,Correct,1,4.9,Doctor,5cba534ff7b6150017add408,5_D_Recovery_6
328,AI_or_Human,Correct,1,4.7,Doctor,5c40134b1580e900012320ab,5_D_Recovery_6
329,AI_or_Human,Correct,1,4.8,High Accuracy AI,6060a822ebad58844bb482f1,1_H_Conditions_6
330,AI_or_Human,Correct,1,4.3,High Accuracy AI,5f94a8e7fa8c422fc88940b0,1_H_Conditions_6
331,AI_or_Human,Correct,1,4.0,High Accuracy AI,61077db18fe03e56b5f30523,1_H_Conditions_6
332,AI_or_Human,Correct,1,4.2,High Accuracy AI,62d353684494ab8119aa42d8,1_H_Conditions_6
333,AI_or_Human,Correct,1,4.1,High Accuracy AI,62728c148af5805feea46dc8,1_H_Conditions_6
334,AI_or_Human,Correct,1,4.1,High Accuracy AI,614ca018863895a0b6724719,1_H_Conditions_6
335,AI_or_Human,Correct,1,3.3,High Accuracy AI,60fd703323341ff48a496d12,1_H_Diagnostics_6
336,AI_or_Human,Incorrect,0,3.8,High Accuracy AI,61168a8a8f1af03dd4032af4,1_H_Diagnostics_6
337,AI_or_Human,Incorrect,0,3.5,High Accuracy AI,61077db18fe03e56b5f30523,1_H_Diagnostics_6
338,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5efc93cee5498304e29af363,1_H_Diagnostics_6
339,AI_or_Human,Incorrect,0,3.6,High Accuracy AI,6310f7cc10a0cd8f6156091f,1_H_Diagnostics_6
340,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5ca6c71383762200151a4a20,1_H_Diagnostics_6
341,AI_or_Human,Incorrect,0,3.9,High Accuracy AI,61097e0464a4a922602d495b,1_H_Diagnostics_6
342,AI_or_Human,Correct,1,4.0,High Accuracy AI,615dbec57d764bf5ab0a56e5,1_H_Diagnostics_6
343,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5c113ae4b7fb2f00011a6b7e,1_H_Diagnostics_6
344,AI_or_Human,Correct,1,5.0,High Accuracy AI,62dccf664ff0895a60cfdda2,1_H_Diagnostics_6
345,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5ee00ba7431cdf357dca02ab,1_H_Diagnostics_6
346,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,60debc4045d5ce331ba7647c,1_H_Medications_6
347,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5f94a8e7fa8c422fc88940b0,1_H_Medications_6
348,AI_or_Human,Incorrect,0,3.9,High Accuracy AI,61077db18fe03e56b5f30523,1_H_Medications_6
349,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,55afe01bfdf99b4ba8045bea,1_H_Medications_6
350,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5d85150104ad7f00180935d1,1_H_Medications_6
351,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,6106f6e22517f1e7cb3ff868,1_H_Medications_6
352,AI_or_Human,Correct,1,3.0,High Accuracy AI,61158ba946af0dc7c3a6c5fd,1_H_Medications_6
353,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,6234bc51939438b05a4adfb9,1_H_Medications_6
354,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,62786f21e2cc1d6adeea0a79,1_H_Preventative_6
355,AI_or_Human,Incorrect,0,4.8,High Accuracy AI,57b560e4a18afd00013e0579,1_H_Preventative_6
356,AI_or_Human,Correct,1,5.0,High Accuracy AI,629e633c82ed7bd84fce0f9a,1_H_Preventative_6
357,AI_or_Human,Correct,1,4.0,High Accuracy AI,5a1f27b8fe645f0001ea0c9e,1_H_Preventative_6
358,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5ea9d795dec14d13eb7af3d9,1_H_Preventative_6
359,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,62d353684494ab8119aa42d8,1_H_Preventative_6
360,AI_or_Human,Correct,1,4.0,High Accuracy AI,5fb08ec5ddc19949a58f5a4f,1_H_Preventative_6
361,AI_or_Human,Correct,1,4.0,High Accuracy AI,60fcdd362d1a5e0d012b91f0,1_H_Preventative_6
362,AI_or_Human,Correct,1,3.0,High Accuracy AI,615d051e2366aeb051acb734,1_H_Preventative_6
363,AI_or_Human,Correct,1,2.1,High Accuracy AI,60b4a8a01d08a9bfb5f1e408,1_H_Preventative_6
364,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,62fbdda6e4b5a034b71296f8,1_H_Preventative_6
365,AI_or_Human,Correct,1,2.0,High Accuracy AI,602348484d326a1c5aa80bb7,1_H_Preventative_6
366,AI_or_Human,Incorrect,0,4.1,High Accuracy AI,61003424913c5bc34653feb1,1_H_Preventative_6
367,AI_or_Human,Incorrect,0,4.6,High Accuracy AI,5f47e6376aa63923f3804e3b,1_H_Preventative_6
368,AI_or_Human,Correct,1,3.0,High Accuracy AI,62786f21e2cc1d6adeea0a79,1_H_Procedures_6
369,AI_or_Human,Incorrect,0,1.0,High Accuracy AI,6053bbcd2405c3c785ed202c,1_H_Procedures_6
370,AI_or_Human,Correct,1,3.8,High Accuracy AI,61168a8a8f1af03dd4032af4,1_H_Procedures_6
371,AI_or_Human,Correct,1,3.7,High Accuracy AI,61077db18fe03e56b5f30523,1_H_Procedures_6
372,AI_or_Human,Correct,1,4.0,High Accuracy AI,5a1f27b8fe645f0001ea0c9e,1_H_Procedures_6
373,AI_or_Human,Correct,1,4.3,High Accuracy AI,612fcbbd5386d9edb42da147,1_H_Procedures_6
374,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5ef32f0aeb0c9103d56a8558,1_H_Procedures_6
375,AI_or_Human,Correct,1,3.0,High Accuracy AI,54e32a60fdf99b3eae9de85b,1_H_Procedures_6
376,AI_or_Human,Correct,1,5.0,High Accuracy AI,5d41e832b0ca7200169d857e,1_H_Procedures_6
377,AI_or_Human,Correct,1,4.5,High Accuracy AI,5b5a822e1ad8270001c4f28d,1_H_Procedures_6
378,AI_or_Human,Correct,1,2.0,High Accuracy AI,6108ab36d796e24e26159f5e,1_H_Procedures_6
379,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5c113ae4b7fb2f00011a6b7e,1_H_Procedures_6
380,AI_or_Human,Correct,1,5.0,High Accuracy AI,62dccf664ff0895a60cfdda2,1_H_Procedures_6
381,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5b0ce8bb9663ee00014597fb,1_H_Procedures_6
382,AI_or_Human,Correct,1,4.6,High Accuracy AI,5f47e6376aa63923f3804e3b,1_H_Procedures_6
383,AI_or_Human,Incorrect,0,1.5,High Accuracy AI,6053bbcd2405c3c785ed202c,1_H_Recovery_6
384,AI_or_Human,Incorrect,0,4.5,High Accuracy AI,631278690a39c26a19d394a0,1_H_Recovery_6
385,AI_or_Human,Incorrect,0,4.6,High Accuracy AI,62dc292b3a585ccfd11f9bc9,1_H_Recovery_6
386,AI_or_Human,Incorrect,0,4.7,High Accuracy AI,62786f21e2cc1d6adeea0a79,2_H_Conditions_6
387,AI_or_Human,Incorrect,0,3.3,High Accuracy AI,61168a8a8f1af03dd4032af4,2_H_Conditions_6
388,AI_or_Human,Incorrect,0,3.2,High Accuracy AI,581b738a930a280001062c6a,2_H_Conditions_6
389,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5ef32f0aeb0c9103d56a8558,2_H_Conditions_6
390,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5fb08ec5ddc19949a58f5a4f,2_H_Conditions_6
391,AI_or_Human,Incorrect,0,3.4,High Accuracy AI,63c0e405027c09642621327f,2_H_Conditions_6
392,AI_or_Human,Incorrect,0,4.3,High Accuracy AI,6151c6e6fe892583908fc36f,2_H_Conditions_6
393,AI_or_Human,Correct,1,2.5,High Accuracy AI,6108ab36d796e24e26159f5e,2_H_Conditions_6
394,AI_or_Human,Correct,1,3.0,High Accuracy AI,5ee00ba7431cdf357dca02ab,2_H_Conditions_6
395,AI_or_Human,Correct,1,5.0,High Accuracy AI,6310aabfd6cf4e113f799793,2_H_Diagnostics_6
396,AI_or_Human,Correct,1,3.0,High Accuracy AI,5f94a8e7fa8c422fc88940b0,2_H_Diagnostics_6
397,AI_or_Human,Incorrect,0,2.5,High Accuracy AI,61141ef53317a3f90b098b66,2_H_Diagnostics_6
398,AI_or_Human,Correct,1,2.1,High Accuracy AI,629e633c82ed7bd84fce0f9a,2_H_Diagnostics_6
399,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,55afe01bfdf99b4ba8045bea,2_H_Diagnostics_6
400,AI_or_Human,Incorrect,0,4.4,High Accuracy AI,612fcbbd5386d9edb42da147,2_H_Diagnostics_6
401,AI_or_Human,Correct,1,2.9,High Accuracy AI,62d353684494ab8119aa42d8,2_H_Diagnostics_6
402,AI_or_Human,Incorrect,0,4.5,High Accuracy AI,5f7e4fbc36d39211c80599fe,2_H_Diagnostics_6
403,AI_or_Human,Correct,1,4.0,High Accuracy AI,60b4a8a01d08a9bfb5f1e408,2_H_Diagnostics_6
404,AI_or_Human,Incorrect,0,3.5,High Accuracy AI,60fedf00b3d67381229eb456,2_H_Diagnostics_6
405,AI_or_Human,Correct,1,4.6,High Accuracy AI,61158ba946af0dc7c3a6c5fd,2_H_Diagnostics_6
406,AI_or_Human,Incorrect,0,3.1,High Accuracy AI,61534251f98a9e4929d81c2b,2_H_Diagnostics_6
407,AI_or_Human,Incorrect,0,4.4,High Accuracy AI,614ca018863895a0b6724719,2_H_Diagnostics_6
408,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5b0ce8bb9663ee00014597fb,2_H_Diagnostics_6
409,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,614e7595b135a4c4656cf557,2_H_Medications_6
410,AI_or_Human,Incorrect,0,1.5,High Accuracy AI,61452f580953ba50efed1036,2_H_Medications_6
411,AI_or_Human,Correct,1,3.4,High Accuracy AI,6310f7cc10a0cd8f6156091f,2_H_Medications_6
412,AI_or_Human,Correct,1,3.5,High Accuracy AI,5fb08ec5ddc19949a58f5a4f,2_H_Medications_6
413,AI_or_Human,Incorrect,0,4.9,High Accuracy AI,60674e08ad872b4cd378a9df,2_H_Medications_6
414,AI_or_Human,Incorrect,0,3.9,High Accuracy AI,5f7e4fbc36d39211c80599fe,2_H_Medications_6
415,AI_or_Human,Incorrect,0,2.0,High Accuracy AI,5d5606cd4171ec00182e2b15,2_H_Medications_6
416,AI_or_Human,Incorrect,0,3.2,High Accuracy AI,5b5a822e1ad8270001c4f28d,2_H_Medications_6
417,AI_or_Human,Correct,1,3.0,High Accuracy AI,5c113ae4b7fb2f00011a6b7e,2_H_Medications_6
418,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,57d6b1718e00270001b430cc,2_H_Medications_6
419,AI_or_Human,Correct,1,4.6,High Accuracy AI,60883e078fa7828e99acb69a,2_H_Medications_6
420,AI_or_Human,Incorrect,0,3.7,High Accuracy AI,582879857e8aef000152fba4,2_H_Medications_6
421,AI_or_Human,Correct,1,4.5,High Accuracy AI,5a5e94a7eedc32000142cd08,2_H_Preventative_6
422,AI_or_Human,Incorrect,0,2.3,High Accuracy AI,6053bbcd2405c3c785ed202c,2_H_Preventative_6
423,AI_or_Human,Correct,1,4.0,High Accuracy AI,5ef00061e45c1f1988455df5,2_H_Preventative_6
424,AI_or_Human,Correct,1,4.8,High Accuracy AI,5d41e832b0ca7200169d857e,2_H_Preventative_6
425,AI_or_Human,Correct,1,4.3,High Accuracy AI,5db06709e8d5b50019c3bd88,2_H_Preventative_6
426,AI_or_Human,Correct,1,5.0,High Accuracy AI,5b197b8088ee7400012ae154,2_H_Preventative_6
427,AI_or_Human,Incorrect,0,4.7,High Accuracy AI,60bc4ab6673a043c66657cd5,2_H_Procedures_6
428,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5c0f1cf4f3027300014b606f,2_H_Procedures_6
429,AI_or_Human,Incorrect,0,2.7,High Accuracy AI,61115b41f830b1e539d612bf,2_H_Procedures_6
430,AI_or_Human,Incorrect,0,3.6,High Accuracy AI,63141c5b0efc638905a2702a,2_H_Procedures_6
431,AI_or_Human,Correct,1,4.0,High Accuracy AI,5ea9d795dec14d13eb7af3d9,2_H_Procedures_6
432,AI_or_Human,Correct,1,2.9,High Accuracy AI,62dc292b3a585ccfd11f9bc9,2_H_Procedures_6
433,AI_or_Human,Incorrect,0,4.4,High Accuracy AI,62728c148af5805feea46dc8,2_H_Procedures_6
434,AI_or_Human,Correct,1,4.1,High Accuracy AI,60fcdd362d1a5e0d012b91f0,2_H_Procedures_6
435,AI_or_Human,Incorrect,0,4.5,High Accuracy AI,5f7e4fbc36d39211c80599fe,2_H_Procedures_6
436,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5ede06165f5ead017ee49f05,2_H_Procedures_6
437,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,6329c416685018cb5b6bb17c,2_H_Procedures_6
438,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,6151c6e6fe892583908fc36f,2_H_Procedures_6
439,AI_or_Human,Correct,1,2.8,High Accuracy AI,5cb62e9293342300017a72a1,2_H_Procedures_6
440,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,63cd7b78fff71624a85b294f,2_H_Procedures_6
441,AI_or_Human,Correct,1,3.5,High Accuracy AI,5d4345e9be616d0001f786cd,2_H_Procedures_6
442,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5cae4ab76818400015d4e4ef,2_H_Procedures_6
443,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,60debc4045d5ce331ba7647c,2_H_Recovery_6
444,AI_or_Human,Incorrect,0,3.1,High Accuracy AI,62a13f4b85d80af5340feff5,2_H_Recovery_6
445,AI_or_Human,Correct,1,4.0,High Accuracy AI,60bc4ab6673a043c66657cd5,2_H_Recovery_6
446,AI_or_Human,Correct,1,3.1,High Accuracy AI,5f94a8e7fa8c422fc88940b0,2_H_Recovery_6
447,AI_or_Human,Incorrect,0,4.1,High Accuracy AI,6310f7cc10a0cd8f6156091f,2_H_Recovery_6
448,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5ef00061e45c1f1988455df5,2_H_Recovery_6
449,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,60fcdd362d1a5e0d012b91f0,2_H_Recovery_6
450,AI_or_Human,Correct,1,4.0,High Accuracy AI,60368a80844cd3d1a83d0123,2_H_Recovery_6
451,AI_or_Human,Correct,1,5.0,High Accuracy AI,6234bc51939438b05a4adfb9,2_H_Recovery_6
452,AI_or_Human,Correct,1,3.2,High Accuracy AI,5cae4ab76818400015d4e4ef,2_H_Recovery_6
453,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,55afe01bfdf99b4ba8045bea,3_H_Conditions_6
454,AI_or_Human,Correct,1,5.0,High Accuracy AI,63141c5b0efc638905a2702a,3_H_Conditions_6
455,AI_or_Human,Incorrect,0,4.7,High Accuracy AI,5f7e4fbc36d39211c80599fe,3_H_Conditions_6
456,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5d5606cd4171ec00182e2b15,3_H_Conditions_6
457,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,60fedf00b3d67381229eb456,3_H_Conditions_6
458,AI_or_Human,Correct,1,4.5,High Accuracy AI,60368a80844cd3d1a83d0123,3_H_Conditions_6
459,AI_or_Human,Correct,1,4.0,High Accuracy AI,5cb62e9293342300017a72a1,3_H_Conditions_6
460,AI_or_Human,Correct,1,4.6,High Accuracy AI,5b197b8088ee7400012ae154,3_H_Conditions_6
461,AI_or_Human,Incorrect,0,3.6,High Accuracy AI,60883e078fa7828e99acb69a,3_H_Conditions_6
462,AI_or_Human,Incorrect,0,3.5,High Accuracy AI,602348484d326a1c5aa80bb7,3_H_Conditions_6
463,AI_or_Human,Incorrect,0,4.7,High Accuracy AI,61003424913c5bc34653feb1,3_H_Conditions_6
464,AI_or_Human,Incorrect,0,1.0,High Accuracy AI,6053bbcd2405c3c785ed202c,3_H_Diagnostics_6
465,AI_or_Human,Incorrect,0,4.9,High Accuracy AI,62e04413fd91f451e42d558d,3_H_Diagnostics_6
466,AI_or_Human,Correct,1,2.1,High Accuracy AI,61115b41f830b1e539d612bf,3_H_Diagnostics_6
467,AI_or_Human,Incorrect,0,4.3,High Accuracy AI,62728c148af5805feea46dc8,3_H_Diagnostics_6
468,AI_or_Human,Correct,1,3.0,High Accuracy AI,55a9f6a1fdf99b2d81b5295f,3_H_Diagnostics_6
469,AI_or_Human,Correct,1,2.9,High Accuracy AI,60368a80844cd3d1a83d0123,3_H_Diagnostics_6
470,AI_or_Human,Correct,1,3.0,High Accuracy AI,57d6b1718e00270001b430cc,3_H_Diagnostics_6
471,AI_or_Human,Correct,1,4.3,High Accuracy AI,60883e078fa7828e99acb69a,3_H_Diagnostics_6
472,AI_or_Human,Incorrect,0,3.0,High Accuracy AI,5d9ae3ff9d2a700014869bcb,3_H_Diagnostics_6
473,AI_or_Human,Incorrect,0,4.7,High Accuracy AI,5f47e6376aa63923f3804e3b,3_H_Diagnostics_6
474,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,5a5e94a7eedc32000142cd08,3_H_Medications_6
475,AI_or_Human,Correct,1,3.2,High Accuracy AI,6060a822ebad58844bb482f1,3_H_Medications_6
476,AI_or_Human,Correct,1,3.5,High Accuracy AI,5efc93cee5498304e29af363,3_H_Medications_6
477,AI_or_Human,Correct,1,2.1,High Accuracy AI,60b4a8a01d08a9bfb5f1e408,3_H_Medications_6
478,AI_or_Human,Incorrect,0,5.0,High Accuracy AI,62fbdda6e4b5a034b71296f8,3_H_Medications_6
479,AI_or_Human,Incorrect,0,4.4,High Accuracy AI,5b197b8088ee7400012ae154,3_H_Medications_6
480,AI_or_Human,Correct,1,3.9,High Accuracy AI,6107695b30abc8ceb5ac197b,3_H_Medications_6
481,AI_or_Human,Correct,1,4.5,High Accuracy AI,5d4345e9be616d0001f786cd,3_H_Medications_6
482,AI_or_Human,Incorrect,0,2.8,High Accuracy AI,5cae4ab76818400015d4e4ef,3_H_Medications_6
483,AI_or_Human,Correct,1,3.3,High Accuracy AI,6060a822ebad58844bb482f1,3_H_Preventative_6
484,AI_or_Human,Correct,1,4.0,High Accuracy AI,627ac48d922ee827a0d8de84,3_H_Preventative_6
485,AI_or_Human,Correct,1,5.0,High Accuracy AI,5e8a3f722cea2006283e0e45,3_H_Preventative_6
486,AI_or_Human,Correct,1,5.0,High Accuracy AI,5c0f1cf4f3027300014b606f,3_H_Preventative_6
487,AI_or_Human,Correct,1,3.0,High Accuracy AI,631278690a39c26a19d394a0,3_H_Preventative_6
488,AI_or_Human,Correct,1,4.5,High Accuracy AI,55a9f6a1fdf99b2d81b5295f,3_H_Preventative_6
489,AI_or_Human,Correct,1,4.0,High Accuracy AI,63d5528c99d44c28a0f4040e,3_H_Preventative_6
490,AI_or_Human,Correct,1,4.5,High Accuracy AI,61534251f98a9e4929d81c2b,3_H_Preventative_6
491,AI_or_Human,Correct,1,5.0,High Accuracy AI,5d9ae3ff9d2a700014869bcb,3_H_Preventative_6
492,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,5c4a2bcb4d22460001c5da97,3_H_Procedures_6
493,AI_or_Human,Correct,1,4.1,High Accuracy AI,60fd703323341ff48a496d12,3_H_Procedures_6
494,AI_or_Human,Correct,1,3.9,High Accuracy AI,5bdbf2d92562330001b8d056,3_H_Procedures_6
495,AI_or_Human,Correct,1,1.3,High Accuracy AI,615d051e2366aeb051acb734,3_H_Procedures_6
496,AI_or_Human,Incorrect,0,4.0,High Accuracy AI,6106f6e22517f1e7cb3ff868,3_H_Procedures_6
497,AI_or_Human,Incorrect,0,4.5,High Accuracy AI,62fbdda6e4b5a034b71296f8,3_H_Procedures_6
498,AI_or_Human,Correct,1,3.0,High Accuracy AI,60368a80844cd3d1a83d0123,3_H_Procedures_6
499,AI_or_Human,Incorrect,0,4.9,High Accuracy AI,6234bc51939438b05a4adfb9,3_H_Procedures_6
500,AI_or_Human,Incorrect,0,3.3,High Accuracy AI,5c492c7167b61b000190bfe8,3_H_Procedures_6
501,AI_or_Human,Incorrect,0,4.2,High Accuracy AI,60fcd0f990314dce9c243fefv,3_H_Procedures_6
502,AI_or_Human,Incorrect,0,4.2,High Accuracy AI,6150b569f783a47ea40a79a4,3_H_Procedures_6
503,AI_or_Human,Correct,1,5.0,High Accuracy AI,5c4a2bcb4d22460001c5da97,3_H_Recovery_6
504,AI_or_Human,Correct,1,5.0,High Accuracy AI,614e7595b135a4c4656cf557,3_H_Recovery_6
